Day,Sitecode,Tidestation,Tidetime,Survey.time,Species,Estimated.total,Estimated.pups,Count.total,Count.pups,CountAM,Photo,Photoroll,Photo_number,Counttype,Countquality,Remarks,EstimatedAM,Tide.ht..ft.,GR.AER,Count.nonpup,Polygon,Region,Stock
6/7/1989,3.04,NA,NA,9:38:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:40:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:42:00,PV,7,0,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:42:00,PV,55,12,45,11,NA,NA,NA,'01 1-3',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:43:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:45:00,PV,2,0,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:46:00,PV,6,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:46:00,PV,180,53,123,49,NA,NA,NA,'01,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:46:00,PV,17,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:46:00,PV,18,8,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:47:00,PV,23,11,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:47:00,PV,250,97,263,84,NA,NA,NA,'01,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.04,NA,NA,9:49:00,PV,8,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.05,NA,NA,9:50:00,PV,180,73,129,47,NA,NA,NA,'01,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.05,NA,NA,9:50:00,PV,11,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.06,NA,NA,9:52:00,PV,16,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.06,NA,NA,9:52:00,PV,14,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.06,NA,NA,9:57:00,PV,300,82,390,0,NA,NA,NA,'01,NA,NA,-0-'pup count unavailable from photo',NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.08,NA,NA,9:55:00,PV,600,21,798,41,NA,NA,NA,'01,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.08,NA,NA,9:55:00,PV,150,53,150,36,NA,NA,NA,'01,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.08,NA,NA,9:56:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.08,NA,NA,9:56:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:00:00,PV,120,60,135,54,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:00:00,PV,70,25,70,26,NA,NA,NA,'2,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:00:00,PV,70,21,82,31,NA,NA,NA,'2,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:05:00,PV,350,154,415,157,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:05:00,PV,18,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:06:00,PV,25,12,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.09,NA,NA,10:07:00,PV,50,25,48,19,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.1,NA,NA,10:09:00,PV,6,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.1,NA,NA,10:09:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.1,NA,NA,10:10:00,PV,43,21,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.12,NA,NA,10:11:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.12,NA,NA,10:11:00,PV,120,55,117,46,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.13,NA,NA,10:12:00,PV,4,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.18,NA,NA,10:13:00,PV,90,25,73,26,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.18,NA,NA,10:13:00,PV,20,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.18,NA,NA,10:13:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.18,NA,NA,10:14:00,PV,16,8,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.17,NA,NA,10:14:00,PV,120,45,132,45,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.19,NA,NA,10:17:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.22,NA,NA,10:18:00,PV,3,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:19:00,PV,3,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:19:00,PV,9,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:19:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:19:00,PV,90,45,94,40,NA,NA,NA,'3,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:21:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:21:00,PV,8,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:21:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:21:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:21:00,PV,80,38,88,36,NA,NA,NA,'3,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:23:00,PV,150,69,152,35,NA,NA,NA,'3,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:23:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:23:00,PV,10,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.2,NA,NA,10:23:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:25:00,PV,3,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:25:00,PV,29,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:25:00,PV,16,7,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:25:00,PV,31,11,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:25:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:26:00,PV,120,33,91,28,NA,NA,NA,'3,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:27:00,PV,200,73,169,0,NA,NA,NA,'3,NA,NA,-0-'pup count unavailable from photo',NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:27:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:27:00,PV,22,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.21,NA,NA,10:30:00,PV,16,8,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.16,NA,NA,10:35:00,PV,150,54,141,57,NA,NA,NA,'4,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.16,NA,NA,10:35:00,PV,4,2,0,0,NA,NA,NA,-0-,NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.16,NA,NA,10:35:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.16,NA,NA,10:35:00,PV,26,11,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.16,NA,NA,10:35:00,PV,50,11,48,16,NA,NA,NA,'4,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.15,NA,NA,10:35:00,PV,13,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.15,NA,NA,10:35:00,PV,13,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.15,NA,NA,10:35:00,PV,4,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.15,NA,NA,10:35:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.15,NA,NA,10:35:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.15,NA,NA,10:35:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.14,NA,NA,10:38:00,PV,9,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.14,NA,NA,10:38:00,PV,24,12,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.14,NA,NA,10:38:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.14,NA,NA,10:38:00,PV,9,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.14,NA,NA,10:38:00,PV,14,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.14,NA,NA,10:38:00,PV,30,10,31,0,NA,NA,NA,'4,NA,NA,+-0-'pup count not available from photo',NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.12,NA,NA,10:42:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.12,NA,NA,10:42:00,PV,31,13,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.1,NA,NA,10:44:00,PV,11,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.03,NA,NA,10:44:00,PV,8,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.02,NA,NA,10:44:00,PV,60,14,88,16,NA,NA,NA,'4,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.99,NA,NA,10:48:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.01,NA,NA,10:51:00,PV,3,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.01,NA,NA,10:51:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.01,NA,NA,10:51:00,PV,15,7,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,3.01,NA,NA,10:51:00,PV,40,13,57,12,NA,NA,NA,'4,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.11,NA,NA,11:00:00,PV,33,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.11,NA,NA,11:00:00,PV,4,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,120,46,90,0,NA,NA,NA,'4,NA,NA,-0-'pup count not available from photo',NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,40,17,34,15,NA,NA,NA,'4,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,180,61,192,63,NA,NA,NA,'4,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,8,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,42,11,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.1,NA,NA,11:03:00,PV,300,67,484,78,NA,NA,NA,'4,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.09,NA,NA,11:11:00,PV,4,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:16:00,PV,23,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:16:00,PV,20,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:16:00,PV,19,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:17:00,PV,6,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:17:00,PV,25,0,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:18:00,PV,21,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:18:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:18:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:19:00,PV,180,33,279,35,NA,NA,NA,'4,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:20:00,PV,38,15,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:22:00,PV,8,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:22:00,PV,12,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:22:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:22:00,PV,13,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:23:00,PV,9,5,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:23:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:25:00,PV,110,26,136,27,NA,NA,NA,'4,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.12,NA,NA,11:25:00,PV,29,14,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,30,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,7,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,5,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,10,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,16,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,10,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,25,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,20,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,48,11,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,7,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,48,13,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.13,NA,NA,11:27:00,PV,55,10,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.07,NA,NA,11:33:00,PV,15,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.07,NA,NA,11:35:00,PV,17,8,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.07,NA,NA,11:35:00,PV,29,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.06,NA,NA,11:39:00,PV,22,7,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.06,NA,NA,11:40:00,PV,3,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.06,NA,NA,11:40:00,PV,32,12,0,0,NA,NA,NA,'np',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.06,NA,NA,11:40:00,PV,6,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.05,NA,NA,11:41:00,PV,0,0,0,0,NA,NA,NA,'np',NA,NA,'oystermen working',NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.04,NA,NA,11:41:00,PV,140,26,126,25,NA,NA,NA,'5,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.04,NA,NA,11:41:00,PV,14,6,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.04,NA,NA,11:41:00,PV,80,5,61,0,NA,NA,NA,'5,NA,NA,+-0-'pup count unavailable from photo',NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.04,NA,NA,11:41:00,PV,19,9,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.03,NA,NA,11:46:00,PV,18,8,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.03,NA,NA,11:46:00,PV,5,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.02,NA,NA,11:46:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.02,NA,NA,11:46:00,PV,20,7,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/7/1989,2.01,NA,NA,11:46:00,PV,120,44,90,31,NA,NA,NA,'5,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,60,9,40,10,NA,NA,NA,'1,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,1,0,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,250,94,227,83,NA,NA,NA,'1,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,6,2,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,250,63,194,58,NA,NA,NA,'1,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.04,NA,NA,11:35:00,PV,9,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.05,NA,NA,11:42:00,PV,9,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.05,NA,NA,11:42:00,PV,250,151,307,120,NA,NA,NA,'1,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.05,NA,NA,11:42:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.05,NA,NA,11:42:00,PV,3,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.06,NA,NA,11:46:00,PV,10,4,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.06,NA,NA,11:46:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.06,NA,NA,11:46:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.06,NA,NA,11:46:00,PV,90,29,0,0,NA,NA,NA,'np',NA,NA,'bad photos',NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.06,NA,NA,11:50:00,PV,9,3,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.08,NA,NA,11:50:00,PV,700,49,406,83,NA,NA,NA,'2,NA,NA,-0-'one placenta',NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.08,NA,NA,11:50:00,PV,60,2,35,2,NA,NA,NA,'2,NA,NA,+-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.08,NA,NA,11:50:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.08,NA,NA,11:56:00,PV,500,156,717,0,NA,NA,NA,'2,NA,NA,-0-'photo count is minimum count bad photo pup count unavailable',NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.09,NA,NA,11:56:00,PV,25,13,25,12,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.09,NA,NA,11:56:00,PV,80,35,89,36,NA,NA,NA,'2,NA,NA,-0--0-,NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.09,NA,NA,11:56:00,PV,250,113,295,114,NA,NA,NA,'2,NA,NA,-0-'one placenta',NA,NA,NA,NA,NA,NA,NA
6/9/1989,3.09,NA,NA,11:56:00,PV,2,1,0,0,NA,NA,NA,'np',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
