Day,Sitecode,Tidestation,Tidetime,Survey.time,Species,Estimated.total,Estimated.pups,Count.total,Count.pups,CountAM,Photo,Photoroll,Photo_number,Counttype,Countquality,Remarks,EstimatedAM,Tide.ht..ft.,GR.AER,Count.nonpup,Polygon,Region,Stock
8/10/1988,14.14,NA,NA,11:22:00,PV,75,29,136,28,NA,NA,NA,'3 20-27',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.07,NA,NA,11:40:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.08,NA,NA,11:43:00,PV,125,24,149,23,NA,NA,NA,'3 28-37',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.11,NA,NA,11:46:00,PV,23,9,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.11,NA,NA,11:46:00,PV,6,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.11,NA,NA,11:46:00,PV,6,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.11,NA,NA,11:46:00,PV,17,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.11,NA,NA,11:49:00,PV,95,7,62,3,NA,NA,NA,'3 38-39',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.12,NA,NA,11:54:00,PV,24,5,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.12,NA,NA,11:54:00,PV,7,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.12,NA,NA,11:54:00,PV,80,15,119,14,NA,NA,NA,'4 4-7',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.13,NA,NA,11:57:00,PV,23,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.14,NA,NA,11:59:00,PV,9,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.21,NA,NA,12:00:00,PV,23,9,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.21,NA,NA,12:00:00,PV,5,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.21,NA,NA,12:00:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.21,NA,NA,12:00:00,PV,2,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.2,NA,NA,12:01:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.18,NA,NA,12:02:00,PV,21,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.18,NA,NA,12:03:00,PV,15,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.17,NA,NA,12:03:00,PV,32,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.17,NA,NA,12:03:00,PV,3,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.19,NA,NA,12:05:00,PV,13,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.19,NA,NA,12:05:00,PV,11,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.24,NA,NA,12:06:00,PV,5,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.24,NA,NA,12:06:00,PV,5,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.24,NA,NA,12:06:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.24,NA,NA,12:06:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.24,NA,NA,12:06:00,PV,17,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.24,NA,NA,12:06:00,PV,3,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.25,NA,NA,12:08:00,PV,16,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.28,NA,NA,12:09:00,PV,11,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,13.29,NA,NA,12:10:00,PV,23,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/10/1988,7.08,NA,NA,14:07:00,PV,300,0,0,0,NA,NA,NA,'NP',NA,NA,'ROUGH ESTIMATE - MOST IN WATER',NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.09,NA,NA,8:32:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,'I+N WATER',NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,6,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,6,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,8,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,9,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,14,6,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,33,15,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,42,10,35,9,NA,NA,NA,'1 11-12',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,45,6,42,10,NA,NA,NA,'1 13-14',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,80,13,89,11,NA,NA,NA,'1 15-17',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.06,NA,NA,8:37:00,PV,40,10,47,6,NA,NA,NA,'1 18-19',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.05,NA,NA,8:41:00,PV,8,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.05,NA,NA,8:41:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.05,NA,NA,8:41:00,PV,4,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.05,NA,NA,8:41:00,PV,50,6,63,6,NA,NA,NA,'1 20-21',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.05,NA,NA,8:41:00,PV,70,26,72,20,NA,NA,NA,'1 22-25',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.01,NA,NA,8:50:00,PV,24,12,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.01,NA,NA,8:50:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.01,NA,NA,8:50:00,PV,42,11,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.01,NA,NA,8:50:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,'B+ROKEN FOG AND CLAM DIGGERS',NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.02,NA,NA,8:55:00,PV,8,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,7.02,NA,NA,8:55:00,PV,20,2,0,0,NA,NA,NA,'NP',NA,NA,'+DEAD PUP IN NET',NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.29,NA,NA,9:10:00,PV,31,6,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.29,NA,NA,9:10:00,PV,2,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.29,NA,NA,9:10:00,PV,3,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.29,NA,NA,9:10:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.29,NA,NA,9:10:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.29,NA,NA,9:10:00,PV,2,1,2,1,NA,NA,NA,'1 26-28',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.28,NA,NA,9:07:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.28,NA,NA,9:07:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.3,NA,NA,9:15:00,PV,8,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.31,NA,NA,9:16:00,PV,24,6,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.33,NA,NA,9:18:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.01,NA,NA,9:19:00,PV,44,10,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.01,NA,NA,9:19:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.01,NA,NA,9:19:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.01,NA,NA,9:19:00,PV,5,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.01,NA,NA,9:19:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.07,NA,NA,9:21:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.07,NA,NA,9:21:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.07,NA,NA,9:21:00,PV,6,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.03,NA,NA,9:22:00,PV,5,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.03,NA,NA,9:22:00,PV,4,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.03,NA,NA,9:22:00,PV,21,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.04,NA,NA,9:23:00,PV,45,7,57,4,NA,NA,NA,'1 29-32',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.11,NA,NA,9:25:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.09,NA,NA,9:27:00,PV,14,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.1,NA,NA,9:28:00,PV,55,16,86,16,NA,NA,NA,'1 33-35',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.13,NA,NA,9:31:00,PV,13,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.14,NA,NA,9:32:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.14,NA,NA,9:32:00,PV,63,11,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.15,NA,NA,9:34:00,PV,9,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.16,NA,NA,9:35:00,PV,42,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.18,NA,NA,9:36:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.17,NA,NA,9:37:00,PV,36,9,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.21,NA,NA,9:43:00,PV,3,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.21,NA,NA,9:43:00,PV,6,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.21,NA,NA,9:43:00,PV,35,10,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.2,NA,NA,9:44:00,PV,44,13,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.2,NA,NA,9:44:00,PV,7,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.2,NA,NA,9:44:00,PV,9,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.2,NA,NA,9:44:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.22,NA,NA,9:45:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.23,NA,NA,9:46:00,PV,3,1,0,0,NA,NA,NA,'NP',NA,NA,'++MORE SEALS AND PUPS BUT CAN''T READ SURVEY ESTIMATE',NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.25,NA,NA,9:47:00,PV,23,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.27,NA,NA,9:49:00,PV,6,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.28,NA,NA,9:50:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.3,NA,NA,9:51:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.34,NA,NA,9:52:00,PV,26,5,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.34,NA,NA,9:52:00,PV,3,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.32,NA,NA,9:53:00,PV,11,5,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.35,NA,NA,9:59:00,PV,10,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,12.36,NA,NA,10:00:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.24,NA,NA,10:02:00,PV,11,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.24,NA,NA,10:03:00,PV,3,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.24,NA,NA,10:03:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.24,NA,NA,10:03:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.24,NA,NA,10:03:00,PV,11,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.25,NA,NA,10:05:00,PV,60,2,53,3,NA,NA,NA,'1 36-38',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.15,NA,NA,10:05:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.16,NA,NA,10:07:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.99,NA,NA,10:07:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.17,NA,NA,10:11:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,'+DEAD',NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.17,NA,NA,10:13:00,PV,14,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.17,NA,NA,10:13:00,PV,2,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.17,NA,NA,10:13:00,PV,10,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.17,NA,NA,10:13:00,PV,22,9,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.19,NA,NA,10:14:00,PV,4,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.2,NA,NA,10:15:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.18,NA,NA,10:16:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.15,NA,NA,10:17:00,PV,6,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.2,NA,NA,10:19:00,PV,5,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.2,NA,NA,10:19:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:20:00,PV,6,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:20:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:20:00,PV,9,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:20:00,PV,11,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:20:00,PV,17,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:21:00,PV,13,6,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.21,NA,NA,10:21:00,PV,8,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.14,NA,NA,10:23:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.14,NA,NA,10:23:00,PV,10,5,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.14,NA,NA,10:23:00,PV,17,3,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.13,NA,NA,10:24:00,PV,24,9,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.13,NA,NA,10:24:00,PV,34,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.12,NA,NA,10:26:00,PV,34,8,28,4,NA,NA,NA,'2 2-6',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.12,NA,NA,10:26:00,PV,100,19,89,0,NA,NA,NA,'2 2-6',NA,NA,'ACCURATE PUP COUNT NOT POSSIBLE',NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.12,NA,NA,10:31:00,PV,3,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.11,NA,NA,10:31:00,PV,27,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.11,NA,NA,10:32:00,PV,37,6,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.11,NA,NA,10:32:00,PV,9,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.11,NA,NA,10:32:00,PV,16,4,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.11,NA,NA,10:32:00,PV,21,10,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.09,NA,NA,10:33:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.08,NA,NA,10:34:00,PV,1,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.08,NA,NA,10:34:00,PV,19,10,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.08,NA,NA,10:34:00,PV,14,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.08,NA,NA,10:34:00,PV,4,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.33,NA,NA,10:40:00,PV,72,17,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.33,NA,NA,10:40:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.36,NA,NA,10:41:00,PV,0,0,0,0,NA,NA,NA,' NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.06,NA,NA,10:45:00,PV,25,8,0,0,NA,NA,NA,' NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.01,NA,NA,10:48:00,PV,2,1,0,0,NA,NA,NA,' NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.01,NA,NA,10:48:00,PV,31,8,0,0,NA,NA,NA,' NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.04,NA,NA,10:50:00,PV,120,17,168,0,NA,NA,NA,'2 7-15',NA,NA,'ACCURATE PUP COUNT NOT POSSIBLE',NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.03,NA,NA,10:53:00,PV,22,10,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.03,NA,NA,10:53:00,PV,4,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.03,NA,NA,10:53:00,PV,4,2,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.03,NA,NA,10:53:00,PV,39,7,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,13.03,NA,NA,10:53:00,PV,2,0,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.01,NA,NA,10:58:00,PV,0,0,0,0,NA,NA,NA,'NP',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.03,NA,NA,10:59:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.03,NA,NA,10:59:00,PV,10,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.03,NA,NA,10:59:00,PV,90,8,75,14,NA,NA,NA,'2 16-18',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.02,NA,NA,11:03:00,PV,55,17,65,13,NA,NA,NA,'2 19-20',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.02,NA,NA,11:03:00,PV,90,34,70,30,NA,NA,NA,'2 21-24',NA,NA,-0-,NA,NA,NA,NA,NA,NA,NA
8/11/1988,11.05,NA,NA,11:05:00,PV,2,1,0,0,NA,NA,NA,'NP',NA,NA,+-0-,NA,NA,NA,NA,NA,NA,NA
