"Sitecode","Day","Survey.time","Species","Count.total","Count.pups","Count.nonpup","Estimated.total","Estimated.pups","Region","Stock","Tidestation","Year","Julian","use","year","nearest_high_height","nearest_low_height","tide_height","time_from_high_minutes","time_from_low_minutes"
3.22,1975-06-27,1975-06-27 09:57:00,"PV",15,0,15,15,0,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.56,-0.15,-0.145245,395,10
3.2,1975-06-27,1975-06-27 09:58:00,"PV",40,2,38,40,2,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.56,-0.15,-0.144289,396,11
3.21,1975-06-27,1975-06-27 10:00:00,"PV",140,8,132,98,8,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.142091,-394,13
3.13,1975-06-27,1975-06-27 10:02:00,"PV",18,2,16,18,2,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.139515,-392,15
3.1,1975-06-27,1975-06-27 10:04:00,"PV",39,3,36,39,3,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.136565,-390,17
3.07,1975-06-27,1975-06-27 10:09:00,"PV",638,28,610,303,33,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.127565,-385,22
3.06,1975-06-27,1975-06-27 10:11:00,"PV",23,3,20,23,3,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.123324,-383,24
3.02,1975-06-27,1975-06-27 10:12:00,"PV",89,8,81,48,8,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.121067,-382,25
2.12,1975-06-27,1975-06-27 10:23:00,"PV",252,10,242,170,10,"Willapa Bay","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.090407,-371,36
2.08,1975-06-27,1975-06-27 10:26:00,"PV",24,4,20,24,4,"Willapa Bay","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.080241,-368,39
2.07,1975-06-27,1975-06-27 10:28:00,"PV",54,9,45,54,9,"Willapa Bay","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.073049,-366,41
2.09,1975-06-27,1975-06-27 10:32:00,"PV",118,5,113,90,5,"Willapa Bay","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.057692,-362,45
2.1,1975-06-27,1975-06-27 10:33:00,"PV",20,0,20,20,0,"Willapa Bay","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,-0.053653,-361,46
3.09,1975-06-27,1975-06-27 10:50:00,"PV",100,5,95,65,5,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,0.026444,-344,63
3.11,1975-06-27,1975-06-27 10:51:00,"PV",128,10,118,60,10,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,0.031789,-343,64
3.04,1975-06-27,1975-06-27 10:54:00,"PV",199,18,181,138,18,"Grays Harbor","Coastal","Aberdeen",1975,178,TRUE,"1975",2.39,-0.15,0.048217,-340,67
3.2,1975-07-25,1975-07-25 09:04:00,"PV",71,0,71,65,0,"Grays Harbor","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.15013,-378,22
3.13,1975-07-25,1975-07-25 09:05:00,"PV",40,0,40,50,0,"Grays Harbor","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.147932,-377,23
3.09,1975-07-25,1975-07-25 09:08:00,"PV",426,0,426,150,0,"Grays Harbor","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.140774,-374,26
3.06,1975-07-25,1975-07-25 09:09:00,"PV",276,0,276,250,0,"Grays Harbor","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.138203,-373,27
2.13,1975-07-25,1975-07-25 09:22:00,"PV",547,0,547,350,0,"Willapa Bay","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.096615,-360,40
2.07,1975-07-25,1975-07-25 09:26:00,"PV",14,0,14,10,0,"Willapa Bay","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.080899,-356,44
2.09,1975-07-25,1975-07-25 09:30:00,"PV",32,0,32,27,0,"Willapa Bay","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,-0.063882,-352,48
3.02,1975-07-25,1975-07-25 09:44:00,"PV",20,0,20,15,0,"Grays Harbor","Coastal","Aberdeen",1975,206,FALSE,"1975",2.46,-0.17,0.005263,-338,62
2.09,1975-07-28,1975-07-28 13:36:00,"PV",117,0,117,120,0,"Willapa Bay","Coastal","Aberdeen",1975,209,FALSE,"1975",2.44,0.3,1.415682,-203,196
2.13,1975-07-28,1975-07-28 13:40:00,"PV",424,0,424,390,0,"Willapa Bay","Coastal","Aberdeen",1975,209,FALSE,"1975",2.44,0.3,1.447529,-199,200
3.06,1975-07-28,1975-07-28 14:50:00,"PV",1277,0,1277,900,0,"Grays Harbor","Coastal","Aberdeen",1975,209,FALSE,"1975",2.44,0.3,1.957614,-129,270
3.17,1975-08-25,1975-08-25 10:04:00,"PV",54,0,54,50,0,"Grays Harbor","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.435828,-336,52
3.2,1975-08-25,1975-08-25 10:06:00,"PV",95,0,95,50,0,"Grays Harbor","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.444715,-334,54
3.21,1975-08-25,1975-08-25 10:09:00,"PV",53,0,53,50,0,"Grays Harbor","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.458628,-331,57
3.07,1975-08-25,1975-08-25 10:14:00,"PV",284,0,284,250,0,"Grays Harbor","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.483334,-326,62
3.08,1975-08-25,1975-08-25 10:15:00,"PV",601,0,601,350,0,"Grays Harbor","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.488497,-325,63
2.12,1975-08-25,1975-08-25 10:25:00,"PV",769,0,769,450,0,"Willapa Bay","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.544021,-315,73
2.1,1975-08-25,1975-08-25 10:37:00,"PV",74,0,74,50,0,"Willapa Bay","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.619279,-303,85
3.01,1975-08-25,1975-08-25 10:50:00,"PV",20,0,20,20,0,"Grays Harbor","Coastal","Aberdeen",1975,237,FALSE,"1975",2.56,0.32,0.709992,-290,98
3.01,1975-09-12,1975-09-12 11:30:00,"PV",15,0,15,20,0,"Grays Harbor","Coastal","Aberdeen",1975,255,FALSE,"1975",2.08,0.99,1.06008,270,-48
3.06,1975-09-12,1975-09-12 11:30:00,"PV",565,0,565,400,0,"Grays Harbor","Coastal","Aberdeen",1975,255,FALSE,"1975",2.08,0.99,1.06008,270,-48
3.17,1975-09-12,1975-09-12 11:30:00,"PV",70,0,70,60,0,"Grays Harbor","Coastal","Aberdeen",1975,255,FALSE,"1975",2.08,0.99,1.06008,270,-48
3.2,1975-09-12,1975-09-12 11:30:00,"PV",48,0,48,30,0,"Grays Harbor","Coastal","Aberdeen",1975,255,FALSE,"1975",2.08,0.99,1.06008,270,-48
3.1,1975-09-12,1975-09-12 11:30:00,"PV",67,0,67,50,0,"Grays Harbor","Coastal","Aberdeen",1975,255,FALSE,"1975",2.08,0.99,1.06008,270,-48
10.03,1975-09-19,1975-09-19 11:23:00,"PV",22,0,22,22,0,"Puget Sound","Southern Puget Sound","Seattle",1975,262,FALSE,"1975",3.26,0.61,0.634865,-356,24
10.06,1975-09-19,1975-09-19 11:30:00,"PV",152,16,136,126,16,"Puget Sound","Southern Puget Sound","Seattle",1975,262,FALSE,"1975",3.26,0.61,0.652649,-349,31
10.07,1975-09-19,1975-09-19 11:40:00,"PV",1,0,1,1,0,"Puget Sound","Southern Puget Sound","Seattle",1975,262,FALSE,"1975",3.26,0.61,0.685724,-339,41
10.08,1975-09-19,1975-09-19 11:45:00,"PV",2,0,2,2,0,"Puget Sound","Southern Puget Sound","Seattle",1975,262,FALSE,"1975",3.26,0.61,0.705563,-334,46
3.15,1975-09-22,1975-09-22 08:43:00,"PV",10,0,10,10,0,"Grays Harbor","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.532427,-346,33
3.2,1975-09-22,1975-09-22 08:45:00,"PV",30,0,30,30,0,"Grays Harbor","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.538622,-344,35
3.06,1975-09-22,1975-09-22 08:55:00,"PV",661,0,661,500,0,"Grays Harbor","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.57474,-334,45
2.12,1975-09-22,1975-09-22 09:10:00,"PV",301,0,301,250,0,"Willapa Bay","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.644108,-319,60
2.07,1975-09-22,1975-09-22 09:13:00,"PV",14,0,14,14,0,"Willapa Bay","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.660016,-316,63
2.1,1975-09-22,1975-09-22 09:19:00,"PV",161,0,161,150,0,"Willapa Bay","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.693715,-310,69
3.01,1975-09-22,1975-09-22 09:28:00,"PV",33,0,33,33,0,"Grays Harbor","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.74867,-301,78
3.04,1975-09-22,1975-09-22 09:34:00,"PV",5,0,5,5,0,"Grays Harbor","Coastal","Aberdeen",1975,265,FALSE,"1975",2.71,0.48,0.787999,-295,84
2.12,1975-10-24,1975-10-24 08:40:00,"PV",60,0,60,55,0,"Willapa Bay","Coastal","Aberdeen",1975,297,FALSE,"1975",2.34,1.08,1.134201,263,-43
3.06,1975-10-24,1975-10-24 08:40:00,"PV",161,0,161,175,0,"Grays Harbor","Coastal","Aberdeen",1975,297,FALSE,"1975",2.34,1.08,1.134201,263,-43
3.1,1975-10-24,1975-10-24 08:40:00,"PV",88,0,88,90,0,"Grays Harbor","Coastal","Aberdeen",1975,297,FALSE,"1975",2.34,1.08,1.134201,263,-43
3.15,1975-10-24,1975-10-24 08:40:00,"PV",25,0,25,25,0,"Grays Harbor","Coastal","Aberdeen",1975,297,FALSE,"1975",2.34,1.08,1.134201,263,-43
3.2,1975-10-24,1975-10-24 08:40:00,"PV",25,0,25,23,0,"Grays Harbor","Coastal","Aberdeen",1975,297,FALSE,"1975",2.34,1.08,1.134201,263,-43
2.1,1975-10-24,1975-10-24 09:40:00,"PV",15,0,15,15,0,"Willapa Bay","Coastal","Aberdeen",1975,297,FALSE,"1975",2.34,1.08,1.090575,323,17
3.06,1975-11-28,1975-11-28 15:01:00,"PV",327,0,327,300,0,"Grays Harbor","Coastal","Aberdeen",1975,332,FALSE,"1975",2.24,0.34,0.36899,-354,25
2.07,1975-11-28,1975-11-28 15:40:00,"PV",25,0,25,25,0,"Willapa Bay","Coastal","Aberdeen",1975,332,FALSE,"1975",2.24,0.34,0.495892,-315,64
2.1,1975-11-28,1975-11-28 15:50:00,"PV",128,0,128,125,0,"Willapa Bay","Coastal","Aberdeen",1975,332,FALSE,"1975",2.24,0.34,0.541952,-305,74
3.15,1975-12-26,1975-12-26 14:18:00,"PV",15,0,15,15,0,"Grays Harbor","Coastal","Aberdeen",1975,360,FALSE,"1975",2.09,0.49,0.65402,-305,70
3.06,1975-12-26,1975-12-26 14:24:00,"PV",255,0,255,250,0,"Grays Harbor","Coastal","Aberdeen",1975,360,FALSE,"1975",2.09,0.49,0.680311,-299,76
2.12,1975-12-26,1975-12-26 14:36:00,"PV",24,0,24,30,0,"Willapa Bay","Coastal","Aberdeen",1975,360,FALSE,"1975",2.09,0.49,0.736673,-287,88
2.07,1975-12-26,1975-12-26 14:40:00,"PV",18,0,18,25,0,"Willapa Bay","Coastal","Aberdeen",1975,360,FALSE,"1975",2.09,0.49,0.756448,-283,92
2.1,1975-12-26,1975-12-26 14:46:00,"PV",256,0,256,400,0,"Willapa Bay","Coastal","Aberdeen",1975,360,FALSE,"1975",2.09,0.49,0.786921,-277,98
3.01,1975-12-26,1975-12-26 14:58:00,"PV",7,0,7,7,0,"Grays Harbor","Coastal","Aberdeen",1975,360,FALSE,"1975",2.09,0.49,0.850406,-265,110
3.13,1976-02-06,1976-02-06 10:59:00,"PV",50,0,50,50,0,"Grays Harbor","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,0.766879,-338,26
3.2,1976-02-06,1976-02-06 11:01:00,"PV",9,0,9,10,0,"Grays Harbor","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,0.77052,-336,28
3.06,1976-02-06,1976-02-06 11:05:00,"PV",276,0,276,325,0,"Grays Harbor","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,0.778603,-332,32
3.02,1976-02-06,1976-02-06 11:07:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,0.783039,-330,34
2.07,1976-02-06,1976-02-06 11:24:00,"PV",47,0,47,50,0,"Willapa Bay","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,0.830951,-313,51
1.04,1976-02-06,1976-02-06 11:39:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,37,FALSE,"1976",2.03,0.6,0.609001,-343,18
1.05,1976-02-06,1976-02-06 11:42:00,"PV",177,0,177,215,0,"Columbia River","Coastal","Astoria",1976,37,FALSE,"1976",2.03,0.6,0.612378,-340,21
1.09,1976-02-06,1976-02-06 11:48:00,"PV",213,0,213,250,0,"Columbia River","Coastal","Astoria",1976,37,FALSE,"1976",2.03,0.6,0.62071,-334,27
2.1,1976-02-06,1976-02-06 12:45:00,"PV",135,0,135,100,0,"Willapa Bay","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,1.232885,-232,132
3.06,1976-02-06,1976-02-06 12:54:00,"PV",299,0,299,350,0,"Grays Harbor","Coastal","Aberdeen",1976,37,FALSE,"1976",2.14,0.74,1.285693,-223,141
3.2,1976-03-21,1976-03-21 10:01:00,"PV",38,0,38,36,0,"Grays Harbor","Coastal","Aberdeen",1976,81,FALSE,"1976",2.97,0.04,0.132218,348,-43
3.06,1976-03-21,1976-03-21 10:10:00,"PV",40,0,40,40,0,"Grays Harbor","Coastal","Aberdeen",1976,81,FALSE,"1976",2.97,0.04,0.098973,357,-34
2.12,1976-03-21,1976-03-21 10:22:00,"PV",90,0,90,75,0,"Willapa Bay","Coastal","Aberdeen",1976,81,FALSE,"1976",2.97,0.04,0.066233,369,-22
2.07,1976-03-21,1976-03-21 10:32:00,"PV",46,0,46,46,0,"Willapa Bay","Coastal","Aberdeen",1976,81,FALSE,"1976",2.97,0.04,0.049348,379,-12
2.1,1976-03-21,1976-03-21 11:30:00,"PV",347,10,337,410,10,"Willapa Bay","Coastal","Aberdeen",1976,81,FALSE,"1976",2.29,0.04,0.133273,-355,46
3.06,1976-03-21,1976-03-21 11:43:00,"PV",171,5,166,155,5,"Grays Harbor","Coastal","Aberdeen",1976,81,FALSE,"1976",2.29,0.04,0.189525,-342,59
3.21,1976-04-16,1976-04-16 08:06:00,"PV",51,0,51,60,0,"Grays Harbor","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,-0.541551,-379,19
3.14,1976-04-16,1976-04-16 08:12:00,"PV",18,0,18,18,0,"Grays Harbor","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,-0.524813,-373,25
3.06,1976-04-16,1976-04-16 08:14:00,"PV",500,0,500,500,0,"Grays Harbor","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,-0.51826,-371,27
2.12,1976-04-16,1976-04-16 08:29:00,"PV",0,0,0,0,0,"Willapa Bay","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,-0.454251,-356,42
2.1,1976-04-16,1976-04-16 08:32:00,"PV",20,0,20,20,0,"Willapa Bay","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,-0.438441,-353,45
2.07,1976-04-16,1976-04-16 08:38:00,"PV",40,0,40,40,0,"Willapa Bay","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,-0.403991,-347,51
1.04,1976-04-16,1976-04-16 08:54:00,"PV",57,0,57,80,0,"Columbia River","Coastal","Astoria",1976,107,FALSE,"1976",2.52,-0.41,-0.411235,-370,6
1.05,1976-04-16,1976-04-16 08:59:00,"PV",213,0,213,200,0,"Columbia River","Coastal","Astoria",1976,107,FALSE,"1976",2.52,-0.41,-0.406731,-365,11
1.07,1976-04-16,1976-04-16 09:04:00,"PV",14,0,14,14,0,"Columbia River","Coastal","Astoria",1976,107,FALSE,"1976",2.52,-0.41,-0.399554,-360,16
1.09,1976-04-16,1976-04-16 09:05:00,"PV",149,0,149,150,0,"Columbia River","Coastal","Astoria",1976,107,FALSE,"1976",2.52,-0.41,-0.397797,-359,17
1.15,1976-04-16,1976-04-16 09:19:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,107,FALSE,"1976",2.52,-0.41,-0.362007,-345,31
3.04,1976-04-16,1976-04-16 10:02:00,"PV",27,0,27,27,0,"Grays Harbor","Coastal","Aberdeen",1976,107,FALSE,"1976",2.74,-0.56,0.367309,-263,135
10.05,1976-04-29,1976-04-29 12:27:00,"PV",23,0,23,23,0,"Puget Sound","Southern Puget Sound","Seattle",1976,120,FALSE,"1976",3.27,-0.12,-0.028939,-383,41
10.06,1976-04-29,1976-04-29 12:32:00,"PV",25,0,25,25,0,"Puget Sound","Southern Puget Sound","Seattle",1976,120,FALSE,"1976",3.27,-0.12,-0.005479,-378,46
10.08,1976-04-29,1976-04-29 12:40:00,"PV",0,0,0,0,0,"Puget Sound","Southern Puget Sound","Seattle",1976,120,FALSE,"1976",3.27,-0.12,0.037192,-370,54
3.14,1976-04-30,1976-04-30 08:35:00,"PV",52,1,51,56,1,"Grays Harbor","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,-0.066871,-368,29
3.2,1976-04-30,1976-04-30 08:39:00,"PV",12,2,10,12,2,"Grays Harbor","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,-0.054946,-364,33
3.21,1976-04-30,1976-04-30 08:40:00,"PV",35,0,35,30,0,"Grays Harbor","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,-0.051736,-363,34
3.06,1976-04-30,1976-04-30 08:48:00,"PV",837,1,836,701,1,"Grays Harbor","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,-0.022853,-355,42
3.01,1976-04-30,1976-04-30 08:53:00,"PV",19,1,18,19,1,"Grays Harbor","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,-0.002011,-350,47
2.12,1976-04-30,1976-04-30 09:00:00,"PV",0,0,0,0,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.030577,-343,54
2.1,1976-04-30,1976-04-30 09:03:00,"PV",273,0,273,250,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.045705,-340,57
2.07,1976-04-30,1976-04-30 09:11:00,"PV",50,0,50,52,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.08925,-332,65
2.01,1976-04-30,1976-04-30 09:19:00,"PV",36,0,36,36,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.137138,-324,73
1.04,1976-04-30,1976-04-30 09:29:00,"PV",74,0,74,75,0,"Columbia River","Coastal","Astoria",1976,121,TRUE,"1976",2.27,-0.1,-0.0755,-357,24
1.07,1976-04-30,1976-04-30 09:36:00,"PV",42,2,40,43,2,"Columbia River","Coastal","Astoria",1976,121,TRUE,"1976",2.27,-0.1,-0.059501,-350,31
1.06,1976-04-30,1976-04-30 09:52:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,121,TRUE,"1976",2.27,-0.1,-0.007344,-334,47
2.04,1976-04-30,1976-04-30 10:08:00,"PV",11,0,11,14,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.501785,-275,122
2.05,1976-04-30,1976-04-30 10:11:00,"PV",45,1,44,41,1,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.526984,-272,125
2.1,1976-04-30,1976-04-30 10:19:00,"PV",15,0,15,15,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.595259,-264,133
2.11,1976-04-30,1976-04-30 10:22:00,"PV",45,0,45,45,0,"Willapa Bay","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.621226,-261,136
3.04,1976-04-30,1976-04-30 10:37:00,"PV",13,0,13,13,0,"Grays Harbor","Coastal","Aberdeen",1976,121,TRUE,"1976",2.41,-0.11,0.753473,-246,151
3.16,1976-05-21,1976-05-21 13:48:00,"PV",142,23,119,153,32,"Grays Harbor","Coastal","Aberdeen",1976,142,TRUE,"1976",2.05,0.44,0.44879,383,12
3.2,1976-05-21,1976-05-21 13:53:00,"PV",140,8,132,135,10,"Grays Harbor","Coastal","Aberdeen",1976,142,TRUE,"1976",2.05,0.44,0.453366,388,17
3.21,1976-05-21,1976-05-21 13:55:00,"PV",177,33,144,175,35,"Grays Harbor","Coastal","Aberdeen",1976,142,TRUE,"1976",2.05,0.44,0.455648,390,19
3.17,1976-05-21,1976-05-21 13:58:00,"PV",22,3,19,22,3,"Grays Harbor","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.459549,-388,22
3.06,1976-05-21,1976-05-21 14:01:00,"PV",488,36,452,442,25,"Grays Harbor","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.464014,-385,25
3.01,1976-05-21,1976-05-21 14:10:00,"PV",25,0,25,25,0,"Grays Harbor","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.480691,-376,34
2.12,1976-05-21,1976-05-21 14:18:00,"PV",46,6,40,41,6,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.49946,-368,42
2.1,1976-05-21,1976-05-21 14:21:00,"PV",212,2,210,178,3,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.507406,-365,45
2.09,1976-05-21,1976-05-21 14:26:00,"PV",75,5,70,89,4,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.521698,-360,50
2.07,1976-05-21,1976-05-21 14:30:00,"PV",49,0,49,45,0,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.534042,-356,54
2.01,1976-05-21,1976-05-21 14:40:00,"PV",30,2,28,30,2,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.56822,-346,64
1.04,1976-05-21,1976-05-21 14:50:00,"PV",90,0,90,75,0,"Columbia River","Coastal","Astoria",1976,142,TRUE,"1976",2.35,0.37,0.378856,-378,20
1.07,1976-05-21,1976-05-21 14:57:00,"PV",18,5,13,18,5,"Columbia River","Coastal","Astoria",1976,142,TRUE,"1976",2.35,0.37,0.388547,-371,27
2.04,1976-05-21,1976-05-21 15:28:00,"PV",60,3,57,48,3,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.785034,-298,112
2.05,1976-05-21,1976-05-21 15:33:00,"PV",25,0,25,25,0,"Willapa Bay","Coastal","Aberdeen",1976,142,TRUE,"1976",2.37,0.44,0.811535,-293,117
3.16,1976-06-01,1976-06-01 09:44:00,"PV",68,23,45,67,22,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.67,-0.29,-0.283599,403,7
3.15,1976-06-01,1976-06-01 09:50:00,"PV",53,21,32,44,18,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.27823,-400,13
3.21,1976-06-01,1976-06-01 09:52:00,"PV",187,44,143,188,45,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.275674,-398,15
3.2,1976-06-01,1976-06-01 10:00:00,"PV",187,77,110,169,75,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.261624,-390,23
3.12,1976-06-01,1976-06-01 10:08:00,"PV",1,0,1,1,0,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.241519,-382,31
3.17,1976-06-01,1976-06-01 10:08:00,"PV",24,9,15,28,9,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.241519,-382,31
3.11,1976-06-01,1976-06-01 10:12:00,"PV",17,2,15,17,2,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.229233,-378,35
3.09,1976-06-01,1976-06-01 10:16:00,"PV",104,44,60,130,45,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.215486,-374,39
3.07,1976-06-01,1976-06-01 10:26:00,"PV",811,59,752,589,65,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.1749,-364,49
3.04,1976-06-01,1976-06-01 10:34:00,"PV",124,37,87,130,37,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.136302,-356,57
3.01,1976-06-01,1976-06-01 10:42:00,"PV",27,2,25,27,2,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.092587,-348,65
2.12,1976-06-01,1976-06-01 10:50:00,"PV",0,0,0,0,0,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.044109,-340,73
2.1,1976-06-01,1976-06-01 10:52:00,"PV",213,0,213,225,0,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,-0.031289,-338,75
2.07,1976-06-01,1976-06-01 11:01:00,"PV",53,5,48,58,4,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,0.029612,-329,84
2.04,1976-06-01,1976-06-01 11:05:00,"PV",74,11,63,73,11,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,0.05826,-325,88
2.03,1976-06-01,1976-06-01 11:15:00,"PV",42,9,33,42,9,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,0.133687,-315,98
2.01,1976-06-01,1976-06-01 11:17:00,"PV",22,6,16,50,8,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,0.14937,-313,100
1.04,1976-06-01,1976-06-01 11:28:00,"PV",169,2,167,175,0,"Columbia River","Coastal","Astoria",1976,153,TRUE,"1976",2.26,-0.21,-0.095143,-343,55
1.07,1976-06-01,1976-06-01 11:34:00,"PV",30,7,23,30,7,"Columbia River","Coastal","Astoria",1976,153,TRUE,"1976",2.26,-0.21,-0.067649,-337,61
1.06,1976-06-01,1976-06-01 11:52:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,153,TRUE,"1976",2.26,-0.21,0.031284,-319,79
2.09,1976-06-01,1976-06-01 12:13:00,"PV",0,0,0,0,0,"Willapa Bay","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,0.63976,-257,156
