"Sitecode","Day","Survey.time","Species","Count.total","Count.pups","Count.nonpup","Estimated.total","Estimated.pups","Region","Stock","Tidestation","Year","Julian","use","year","nearest_high_height","nearest_low_height","tide_height","time_from_high_minutes","time_from_low_minutes"
1.06,2005-06-01,2005-06-01 15:02:00,"PV",25,4,21,25,4,"Columbia River","Coastal","Astoria",2005,152,TRUE,"2005",2.05,0.3,0.388006,319,-51
1.07,2005-06-01,2005-06-01 15:06:00,"PV",92,26,66,81,26,"Columbia River","Coastal","Astoria",2005,152,TRUE,"2005",2.05,0.3,0.375034,323,-47
1.08,2005-06-01,2005-06-01 15:09:00,"PV",88,4,84,60,3,"Columbia River","Coastal","Astoria",2005,152,TRUE,"2005",2.05,0.3,0.365902,326,-44
3.18,2005-06-02,2005-06-02 14:02:00,"PV",252,85,167,230,91,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.93385,222,-111
3.17,2005-06-02,2005-06-02 14:06:00,"PV",194,54,140,190,55,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.907712,226,-107
3.2,2005-06-02,2005-06-02 14:06:00,"PV",377,140,237,352,138,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.907712,226,-107
3.21,2005-06-02,2005-06-02 14:12:00,"PV",490,186,304,409,152,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.869239,232,-101
3.14,2005-06-02,2005-06-02 14:22:00,"PV",90,34,56,81,34,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.807502,242,-91
3.16,2005-06-02,2005-06-02 14:24:00,"PV",7,1,6,7,1,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.795571,244,-89
3.15,2005-06-02,2005-06-02 14:25:00,"PV",202,78,124,180,74,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.789663,245,-88
3.13,2005-06-02,2005-06-02 14:29:00,"PV",107,43,64,82,39,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.766431,249,-84
3.12,2005-06-02,2005-06-02 14:31:00,"PV",189,77,112,200,73,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.755068,251,-82
3.1,2005-06-02,2005-06-02 14:33:00,"PV",276,130,146,322,100,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.743881,253,-80
3.09,2005-06-02,2005-06-02 14:35:00,"PV",457,161,296,540,123,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.732877,255,-78
3.07,2005-06-02,2005-06-02 14:39:00,"PV",770,94,676,400,140,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.711446,259,-74
3.05,2005-06-02,2005-06-02 14:43:00,"PV",1429,425,1004,836,321,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.690823,263,-70
3.01,2005-06-02,2005-06-02 14:50:00,"PV",6,0,6,6,0,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.656828,270,-63
3.02,2005-06-02,2005-06-02 14:50:00,"PV",33,14,19,26,12,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.656828,270,-63
3.04,2005-06-02,2005-06-02 14:50:00,"PV",60,17,43,50,15,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.656828,270,-63
3.03,2005-06-02,2005-06-02 14:50:00,"PV",701,170,531,403,144,"Grays Harbor","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.656828,270,-63
2.12,2005-06-02,2005-06-02 15:16:00,"PV",2065,344,1721,1529,329,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.557509,296,-37
2.13,2005-06-02,2005-06-02 15:18:00,"PV",946,309,637,602,211,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.55182,298,-35
2.09,2005-06-02,2005-06-02 15:21:00,"PV",54,23,31,34,13,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.543846,301,-32
2.1,2005-06-02,2005-06-02 15:26:00,"PV",1714,487,1227,1055,382,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.53207,306,-27
2.08,2005-06-02,2005-06-02 15:40:00,"PV",58,12,46,42,12,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.509447,320,-13
2.05,2005-06-02,2005-06-02 15:45:00,"PV",46,5,41,46,5,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.50513,325,-8
2.06,2005-06-02,2005-06-02 15:45:00,"PV",1,0,1,1,0,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.50513,325,-8
2.04,2005-06-02,2005-06-02 15:48:00,"PV",104,30,74,104,30,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.503498,328,-5
2.01,2005-06-02,2005-06-02 15:53:00,"PV",79,22,57,65,20,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.502374,333,0
2.02,2005-06-02,2005-06-02 15:55:00,"PV",120,48,72,95,36,"Willapa Bay","Coastal","Aberdeen",2005,153,TRUE,"2005",2.03,0.5,0.502481,335,2
1.02,2005-06-02,2005-06-02 16:06:00,"PV",4,0,4,4,0,"Columbia River","Coastal","Astoria",2005,153,TRUE,"2005",2.04,0.44,0.493127,312,-38
1.04,2005-06-02,2005-06-02 16:11:00,"PV",1532,100,1432,820,66,"Columbia River","Coastal","Astoria",2005,153,TRUE,"2005",2.04,0.44,0.480789,317,-33
1.14,2005-06-02,2005-06-02 16:17:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",2005,153,TRUE,"2005",2.04,0.44,0.468098,323,-27
1.06,2005-06-02,2005-06-02 16:20:00,"PV",18,5,13,18,5,"Columbia River","Coastal","Astoria",2005,153,TRUE,"2005",2.04,0.44,0.462642,326,-24
1.07,2005-06-02,2005-06-02 16:20:00,"PV",99,26,73,75,21,"Columbia River","Coastal","Astoria",2005,153,TRUE,"2005",2.04,0.44,0.462642,326,-24
1.08,2005-06-02,2005-06-02 16:22:00,"PV",2,1,1,2,1,"Columbia River","Coastal","Astoria",2005,153,TRUE,"2005",2.04,0.44,0.459341,328,-22
8.08,2005-06-03,2005-06-03 12:22:00,"PV",1,0,1,1,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.059515,-260,168
8.06,2005-06-03,2005-06-03 12:52:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.409188,-230,198
8.05,2005-06-03,2005-06-03 12:58:00,"PV",7,0,7,7,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.47893,-224,204
8.04,2005-06-03,2005-06-03 13:04:00,"PV",4,0,4,4,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.548218,-218,210
8.03,2005-06-03,2005-06-03 13:15:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.673547,-207,221
8.12,2005-06-03,2005-06-03 13:19:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.718431,-203,225
8.02,2005-06-03,2005-06-03 13:26:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,1.795904,-196,232
7.15,2005-06-03,2005-06-03 13:31:00,"PV",11,0,11,11,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,154,FALSE,"2005",2.14,-0.07,1.406386,-173,285
7.06,2005-06-03,2005-06-03 13:44:00,"PV",130,1,129,120,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,154,FALSE,"2005",2.14,-0.07,1.498512,-160,298
7.05,2005-06-03,2005-06-03 13:46:00,"PV",89,0,89,110,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,154,FALSE,"2005",2.14,-0.07,1.512384,-158,300
7.09,2005-06-03,2005-06-03 13:52:00,"PV",0,0,0,0,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,154,FALSE,"2005",2.14,-0.07,1.553461,-152,306
8.03,2005-06-03,2005-06-03 14:11:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.249294,-151,277
8.04,2005-06-03,2005-06-03 14:19:00,"PV",6,0,6,6,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.319923,-143,285
8.05,2005-06-03,2005-06-03 14:22:00,"PV",1,0,1,1,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.34553,-140,288
8.14,2005-06-03,2005-06-03 14:24:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.362328,-138,290
8.15,2005-06-03,2005-06-03 14:26:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.378908,-136,292
8.06,2005-06-03,2005-06-03 14:28:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.395266,-134,294
8.08,2005-06-03,2005-06-03 14:35:00,"PV",101,0,101,60,0,"Hood Canal","Hood Canal","Seattle",2005,154,FALSE,"2005",2.95,-0.11,2.450754,-127,301
8.08,2005-06-28,2005-06-28 11:12:00,"PV",23,0,23,23,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.35804,29,-327
8.06,2005-06-28,2005-06-28 11:20:00,"PV",66,0,66,66,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.342343,37,-319
8.14,2005-06-28,2005-06-28 11:24:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.333104,41,-315
8.05,2005-06-28,2005-06-28 11:26:00,"PV",8,0,8,8,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.32814,43,-313
8.04,2005-06-28,2005-06-28 11:29:00,"PV",20,0,20,20,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.320271,46,-310
8.03,2005-06-28,2005-06-28 11:34:00,"PV",151,0,151,151,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.306032,51,-305
8.12,2005-06-28,2005-06-28 11:37:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,2.296823,54,-302
7.06,2005-06-28,2005-06-28 11:47:00,"PV",45,0,45,45,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.322047,114,-230
7.05,2005-06-28,2005-06-28 11:47:00,"PV",63,0,63,63,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.322047,114,-230
7.02,2005-06-28,2005-06-28 11:55:00,"PV",340,0,340,340,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.28782,122,-222
7.03,2005-06-28,2005-06-28 11:59:00,"PV",70,0,70,70,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.270091,126,-218
6.1,2005-06-28,2005-06-28 12:11:00,"PV",40,0,40,40,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.21465,138,-206
6.08,2005-06-28,2005-06-28 12:14:00,"PV",5,0,5,5,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.200301,141,-203
6.14,2005-06-28,2005-06-28 12:14:00,"PV",46,0,46,46,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.200301,141,-203
6.07,2005-06-28,2005-06-28 12:19:00,"PV",8,0,8,8,0,"Strait of Juan de Fuca","Northern Inland","Aberdeen",2005,179,FALSE,"2005",2.19,0.06,0.069391,359,-10
6.13,2005-06-28,2005-06-28 12:20:00,"PV",3,0,3,3,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,179,FALSE,"2005",1.57,0.4,1.171076,147,-197
8.02,2005-06-28,2005-06-28 13:07:00,"PV",3,0,3,3,0,"Hood Canal","Hood Canal","Seattle",2005,179,FALSE,"2005",2.38,0.56,1.819717,144,-212
8.08,2005-06-29,2005-06-29 12:54:00,"PV",0,0,0,0,0,"Hood Canal","Hood Canal","Seattle",2005,180,FALSE,"2005",2.32,1.16,2.294991,29,-285
10.14,2005-06-29,2005-06-29 13:00:00,"PV",23,0,23,23,0,"Puget Sound","Southern Puget Sound","Seattle",2005,180,FALSE,"2005",2.32,1.16,2.285684,35,-279
7.03,2005-08-03,2005-08-03 10:02:00,"PV",289,113,176,270,109,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.22,-0.33,-0.324528,476,16
7.02,2005-08-03,2005-08-03 10:06:00,"PV",40,1,39,40,1,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.22,-0.33,-0.320282,480,20
7.04,2005-08-03,2005-08-03 10:15:00,"PV",12,3,9,12,3,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,-0.307499,-479,29
7.05,2005-08-03,2005-08-03 10:19:00,"PV",319,106,213,240,80,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,-0.300432,-475,33
7.06,2005-08-03,2005-08-03 10:22:00,"PV",343,110,233,227,82,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,-0.294589,-472,36
7.07,2005-08-03,2005-08-03 11:45:00,"PV",200,57,143,198,62,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.024073,-389,119
7.08,2005-08-03,2005-08-03 11:45:00,"PV",587,178,409,445,132,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.024073,-389,119
11.27,2005-08-03,2005-08-03 11:58:00,"PV",22,4,18,22,4,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.097969,-376,132
11.34,2005-08-03,2005-08-03 11:58:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.097969,-376,132
11.26,2005-08-03,2005-08-03 12:02:00,"PV",5,1,4,5,1,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.121903,-372,136
11.22,2005-08-03,2005-08-03 12:04:00,"PV",24,5,19,24,5,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.13408,-370,138
11.21,2005-08-03,2005-08-03 12:05:00,"PV",21,1,20,21,1,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.14022,-369,139
11.19,2005-08-03,2005-08-03 12:06:00,"PV",112,23,89,60,7,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.146395,-368,140
11.2,2005-08-03,2005-08-03 12:06:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.146395,-368,140
11.18,2005-08-03,2005-08-03 12:07:00,"PV",19,3,16,19,3,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.152604,-367,141
11.35,2005-08-03,2005-08-03 12:10:00,"PV",34,6,28,34,6,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.171439,-364,144
11.3,2005-08-03,2005-08-03 12:12:00,"PV",8,2,6,8,2,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.184167,-362,146
11.11,2005-08-03,2005-08-03 12:13:00,"PV",43,6,37,43,6,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.190582,-361,147
11.09,2005-08-03,2005-08-03 12:14:00,"PV",94,10,84,65,1,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.197032,-360,148
11.1,2005-08-03,2005-08-03 12:16:00,"PV",19,3,16,19,3,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.210033,-358,150
11.12,2005-08-03,2005-08-03 12:19:00,"PV",109,11,98,82,5,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.229789,-355,153
11.36,2005-08-03,2005-08-03 12:20:00,"PV",62,3,59,62,3,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.236441,-354,154
11.04,2005-08-03,2005-08-03 12:25:00,"PV",111,22,89,66,16,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.270206,-349,159
9.1,2005-08-03,2005-08-03 12:30:00,"PV",10,1,9,10,1,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.3048,-344,164
9.09,2005-08-03,2005-08-03 12:36:00,"PV",13,1,12,13,1,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.347388,-338,170
9.08,2005-08-03,2005-08-03 12:38:00,"PV",104,1,103,106,1,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.361841,-336,172
9.07,2005-08-03,2005-08-03 12:39:00,"PV",49,20,29,40,10,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.369115,-335,173
9.05,2005-08-03,2005-08-03 12:53:00,"PV",236,62,174,176,54,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.474202,-321,187
9.04,2005-08-03,2005-08-03 12:56:00,"PV",292,24,268,242,19,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.497486,-318,190
9.02,2005-08-03,2005-08-03 13:00:00,"PV",9,1,8,9,1,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.528934,-314,194
13.02,2005-08-03,2005-08-03 13:10:00,"PV",126,21,105,135,22,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.609486,-304,204
13.04,2005-08-03,2005-08-03 13:12:00,"PV",261,18,243,120,5,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.625913,-302,206
13.05,2005-08-03,2005-08-03 13:12:00,"PV",216,18,198,150,3,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.625913,-302,206
13.03,2005-08-03,2005-08-03 13:16:00,"PV",23,3,20,23,3,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.65907,-298,210
13.07,2005-08-03,2005-08-03 13:17:00,"PV",44,4,40,44,4,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.66742,-297,211
11.01,2005-08-03,2005-08-03 13:20:00,"PV",46,10,36,46,10,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.692614,-294,214
11.03,2005-08-03,2005-08-03 13:22:00,"PV",199,22,177,110,10,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.709526,-292,216
11.02,2005-08-03,2005-08-03 13:22:00,"PV",122,25,97,69,13,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.709526,-292,216
11.05,2005-08-03,2005-08-03 13:25:00,"PV",32,8,24,32,8,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.735063,-289,219
11.06,2005-08-03,2005-08-03 13:26:00,"PV",5,1,4,5,1,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.743619,-288,220
11.07,2005-08-03,2005-08-03 13:27:00,"PV",92,22,70,92,22,"San Juan Islands","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.752196,-287,221
9.13,2005-08-03,2005-08-03 13:31:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.786715,-283,225
9.17,2005-08-03,2005-08-03 13:35:00,"PV",26,3,23,26,3,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.821551,-279,229
9.15,2005-08-03,2005-08-03 13:37:00,"PV",5,1,4,5,1,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.839082,-277,231
9.16,2005-08-03,2005-08-03 13:40:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.865512,-274,234
9.19,2005-08-03,2005-08-03 13:42:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.883217,-272,236
9.2,2005-08-03,2005-08-03 13:45:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.909895,-269,239
9.21,2005-08-03,2005-08-03 13:45:00,"PV",22,7,15,22,7,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.909895,-269,239
9.22,2005-08-03,2005-08-03 13:45:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.909895,-269,239
9.23,2005-08-03,2005-08-03 13:49:00,"PV",42,10,32,42,10,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.945676,-265,243
9.25,2005-08-03,2005-08-03 13:51:00,"PV",77,23,54,80,23,"Eastern Bays","Northern Inland","Port Townsend",2005,215,TRUE,"2005",2.62,-0.33,0.963651,-263,245
7.03,2005-08-04,2005-08-04 09:56:00,"PV",294,114,180,266,96,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.30925,418,-27
7.02,2005-08-04,2005-08-04 09:58:00,"PV",168,37,131,120,10,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.312892,420,-25
7.04,2005-08-04,2005-08-04 10:01:00,"PV",8,3,5,8,3,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.317806,423,-22
7.05,2005-08-04,2005-08-04 10:04:00,"PV",350,121,229,362,50,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.322064,426,-19
7.06,2005-08-04,2005-08-04 10:09:00,"PV",411,117,294,349,100,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.327722,431,-14
7.07,2005-08-04,2005-08-04 10:17:00,"PV",704,259,445,327,135,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.333097,439,-6
7.08,2005-08-04,2005-08-04 10:20:00,"PV",492,96,396,272,70,"Strait of Juan de Fuca","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.333969,442,-3
11.29,2005-08-04,2005-08-04 10:32:00,"PV",172,33,139,108,30,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.331428,454,9
11.28,2005-08-04,2005-08-04 10:35:00,"PV",12,3,9,12,3,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.329329,457,12
11.3,2005-08-04,2005-08-04 10:37:00,"PV",29,4,25,29,4,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.327615,459,14
11.31,2005-08-04,2005-08-04 10:41:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.323441,463,18
12.03,2005-08-04,2005-08-04 10:42:00,"PV",14,10,4,14,10,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.322244,464,19
12.04,2005-08-04,2005-08-04 10:42:00,"PV",43,5,38,43,5,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.322244,464,19
12.01,2005-08-04,2005-08-04 10:43:00,"PV",177,34,143,100,21,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.320988,465,20
12.06,2005-08-04,2005-08-04 10:44:00,"PV",34,8,26,34,8,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.31967,466,21
12.1,2005-08-04,2005-08-04 10:47:00,"PV",56,17,39,72,9,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.315362,469,24
12.09,2005-08-04,2005-08-04 10:49:00,"PV",15,2,13,15,2,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.21,-0.33,-0.312196,471,26
12.13,2005-08-04,2005-08-04 10:50:00,"PV",14,3,11,14,3,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.310526,-471,27
12.14,2005-08-04,2005-08-04 10:52:00,"PV",6,1,5,6,1,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.307013,-469,29
12.15,2005-08-04,2005-08-04 10:53:00,"PV",15,7,8,15,7,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.305171,-468,30
12.16,2005-08-04,2005-08-04 10:54:00,"PV",202,18,184,50,12,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.303273,-467,31
12.17,2005-08-04,2005-08-04 10:55:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.301319,-466,32
12.18,2005-08-04,2005-08-04 10:56:00,"PV",37,13,24,37,13,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.299308,-465,33
12.2,2005-08-04,2005-08-04 10:58:00,"PV",25,6,19,25,6,"San Juan Islands","Northern Inland","Port Townsend",2005,216,TRUE,"2005",2.58,-0.33,-0.295122,-463,35
